gameID,game_datetime,blackID,blackELO,redID,redELO,winner
57384631,2017-02-10 14:37:28,lecongbinh77,1344,chientb,1200,black
57384632,2017-02-10 14:28:29,thanhnha97,1612,huy113,1325,black
57384633,2017-02-10 14:35:32,anhthao,1498,mms2520g,1410,black
57384634,2017-02-10 14:30:33,pfs7368g,1118,bbf7054g,1118,black
57384635,2017-02-10 14:31:56,ankhanh42dcvn,1484,tvnhuhho,1489,red
57384636,2017-02-10 14:39:24,nkg9592g,1125,cokhongxe,1192,red
57384637,2017-02-10 14:34:34,tdb5700g,1661,ntva8389,1536,black
57384638,2017-02-10 14:31:28,sonthom,1247,nguyenhongvui,1276,red
57384639,2017-02-10 14:36:51,fwt275g,1217,danghungnd,1200,black
57384640,2017-02-10 14:28:24,mgg9873g,1252,dthai,1296,red
57384641,2017-02-10 14:26:59,ntg7698g,1420,snb727g,1294,black
57384642,2017-02-10 14:37:16,khackhoan,1485,dicklhc,1481,red
57384643,2017-02-10 14:33:39,sapcodiban,1163,a8888,1332,black
57384644,2017-02-10 14:28:10,vxq79,1239,thanhkhoi,1452,red
57384645,2017-02-10 14:34:10,bathan1070,1346,gialuudan,1383,black
57384646,2017-02-10 14:33:25,ptm7263g,1479,tapchoi2,1480,red
57384647,2017-02-10 14:24:29,bds2028g,1464,nguon,1468,black
57384648,2017-02-10 14:30:24,playokbn,1123,ffb5378g,1055,black
57384649,2017-02-10 14:28:00,ndm6512g,1100,bcm941g,1208,black
57384650,2017-02-10 14:26:30,nhonk50,1283,nfd1095g,990,black
57384651,2017-02-10 14:21:27,thanhsangok,1355,kkchew,1363,red
57384652,2017-02-10 14:31:39,ndd210g,1198,quynhna80,1309,red
57384653,2017-02-10 14:24:42,pkw5739g,1127,shqa123,1065,black
57384654,2017-02-10 14:29:22,kfd8400g,1303,ngvanvien,1371,black
57384655,2017-02-10 14:33:31,tpn9490g,1175,tinhle,1028,black
57384656,2017-02-10 14:26:09,khoivanminh,1174,vitlongto,1326,black
57384657,2017-02-10 14:36:22,cwk5175g,1353,tuwgia,1277,black
57384658,2017-02-10 14:12:10,jiorniyslee,1248,bkd3081g,1340,red
57384659,2017-02-10 14:34:04,wcd3132g,1156,stb1786g,1261,red
57384660,2017-02-10 14:21:12,ttt4933g,1178,tranquochuy1,1144,red
57384661,2017-02-10 14:24:19,coga2016,1391,krumlov02,1400,black
57384662,2017-02-10 14:25:02,anh158,1310,minh356,1213,black
57384663,2017-02-10 14:22:20,dnk5137g,1365,tmb2343g,1324,black
57384664,2017-02-10 14:38:25,daobang1966,1247,fdg3943g,1469,red
57384665,2017-02-10 14:39:54,manhquanghb,1156,thanhdung57,1090,black
57384666,2017-02-10 14:35:31,anphu0907,1608,kdg7069g,1281,black
57384667,2017-02-10 14:32:32,xh5,1155,nguyenvh,1235,red
57384668,2017-02-10 14:34:30,dtt9901g,1163,tgf9876g,1042,black
57384669,2017-02-10 14:34:28,fpc7668g,1194,anhduccnc,1415,red
57384670,2017-02-10 14:35:02,ftb6098g,1292,wpc5142g,991,red
57384671,2017-02-10 14:31:58,buivanvo,1107,akbor,1297,red
57384672,2017-02-10 14:27:31,tkc5767g,1417,chelseafc951,1229,black
57384673,2017-02-10 14:32:40,mbw5311g,964,cgt3834g,876,black
57384674,2017-02-10 14:32:46,shanghaizh,1292,acb3456,1450,red
57384675,2017-02-10 14:27:06,dbk9377g,1218,hoang1loc,1031,black
57384676,2017-02-10 14:25:25,gbf6116g,1083,pdm1798g,1063,black
57384677,2017-02-10 14:36:21,gaplachien,1035,pks7703g,1276,red
57384678,2017-02-10 14:34:51,ttg8302g,1228,tuyenkd,1401,black
57384679,2017-02-10 14:37:16,vtcss501,1406,xmanxxx,1440,black
57384680,2017-02-10 14:18:23,hanhviet19,1239,wsc4199g,1216,black
57384681,2017-02-10 14:38:25,lanh1978,1225,ngominhhieu27,1049,black
57384682,2017-02-10 14:33:08,pmc2521g,1142,wmf6834g,1436,black
57384683,2017-02-10 14:29:08,evasaveuos,1082,tms8813g,1187,black
57384684,2017-02-10 14:34:18,cothapma,1624,xaxao,1480,red
57384685,2017-02-10 14:38:57,gct8877g,1179,dugod0505,1370,red
57384686,2017-02-10 14:40:03,cotuongbg,1419,nhanhnhanh,1466,black
57384687,2017-02-10 14:33:24,ltt2016,1199,nguyenvanhy,1382,red
57384688,2017-02-10 14:33:12,taolao1,1104,sff9140g,1025,red
57384689,2017-02-10 14:35:09,khuongducluon,1327,wcf3404g,1258,black
57384690,2017-02-10 14:24:44,ddk4213g,1069,kgw566,1060,red
57384691,2017-02-10 14:32:29,dmc5691g,1074,mgn6411,1226,red
57384692,2017-02-10 14:22:08,gcs6196g,1098,nam136,1120,black
57384693,2017-02-10 14:26:41,pfd3701g,1121,wwb9772g,1248,red
57384694,2017-02-10 14:28:35,tcf7280g,1117,cdd7984g,1060,red
57384695,2017-02-10 14:35:54,chapxe75,1281,yennghiahoang,1467,black
57384696,2017-02-10 14:29:47,dinhkhuy6666,1281,ncn6677g,1278,red
57384697,2017-02-10 14:35:31,5267,1219,baylongvu,1185,red
57384698,2017-02-10 14:29:37,caothidung,1127,bsg6652g,1314,red
57384699,2017-02-10 14:37:30,gpn9765g,1207,vilee,1258,black
57384700,2017-02-10 14:33:20,yamahamoto102,1151,wqas,1001,black
57384701,2017-02-10 14:30:37,ntn8804g,1269,bbs5109g,1113,black
57384702,2017-02-10 14:28:57,gtt8240g,1284,cgs9097g,926,black
57384703,2017-02-10 14:17:57,kdc5350g,1214,kachusas001,1112,black
57384704,2017-02-10 14:32:06,hacaoco,1187,muhnbo1,1248,red
57384705,2017-02-10 14:37:12,gbc8828g,1341,ducmanh1993,1248,black
57384706,2017-02-10 14:29:25,steps,1477,q1w2e3a1,1344,tie
57384707,2017-02-10 14:27:36,wnn6308g,1195,btd3313g,1159,red
57384708,2017-02-10 14:31:52,enetminhanh,1259,kpt9021g,1264,black
57384709,2017-02-10 14:34:30,kfd4798g,1480,wsw1850g,1019,black
57384710,2017-02-10 14:18:12,wtc2003g,1153,gmm5308g,1211,red
57384711,2017-02-10 14:36:13,phungoc204,1403,xxx2211,1326,red
57384712,2017-02-10 14:20:35,vanthachjndv,1274,sbc9618g,1276,red
57384713,2017-02-10 14:35:08,b1i2n3h4,1233,sdn5445g,1342,red
57384714,2017-02-10 14:35:11,haya0522,1189,hatan28,1164,red
57384715,2017-02-10 14:24:48,chanh276,1343,choicotuongo,1435,black
57384716,2017-02-10 14:39:59,mfb6674g,1340,tunganh71,1080,black
57384717,2017-02-10 14:26:50,wgd9614g,1200,larrypham,1265,red
57384718,2017-02-10 14:27:32,tmb1985,998,cwd111,1383,red
57384719,2017-02-10 14:37:54,caoboithon057,1193,havanhuan,1080,black
57384720,2017-02-10 14:41:06,ngvanvien,1352,kfd8400g,1322,red
57384721,2017-02-10 14:37:30,kithu,1066,opas4334,1164,red
57384722,2017-02-10 14:28:32,nct4514g,1263,wnd9871g,1273,black
57384723,2017-02-10 14:36:59,luongthangphi,1262,thaoxdmc2016,1425,black
57384724,2017-02-10 14:20:55,hero0317,1392,cnb8898g,1031,red
57384725,2017-02-10 14:36:13,minhducnguyen,1301,gfg9237g,1160,black
57384726,2017-02-10 14:41:50,ggb3090g,1401,dkk4817g,1398,red
57384727,2017-02-10 14:28:20,g1273,1342,spg2940g,1425,black
57384728,2017-02-10 13:46:49,henryqc26,1526,tgw7749g,1377,red
57384729,2017-02-10 14:36:32,nghe098,1266,bmn4733g,1187,red
57384730,2017-02-10 14:21:59,thuasuot5nam,1174,dung1212,1125,black
57384731,2017-02-10 14:39:35,ccb9552g,1199,fkw1739g,1322,red
57384732,2017-02-10 14:30:45,cocomsk,1162,kks317g,1265,black
57384733,2017-02-10 14:35:36,kimthai87,1357,tqtqtq,1389,black
57384734,2017-02-10 14:30:37,vothucotuong,1344,kgb6189g,1030,red
57384735,2017-02-10 14:35:44,gpt9537g,1622,baoicuucon,1564,red
57384736,2017-02-10 14:36:11,hienanh214,1254,hhl1,1490,red
57384737,2017-02-10 14:36:36,fwb6608,1403,dongth,1474,red
57384738,2017-02-10 14:30:18,ggn8296g,1198,nguyensyvan97,1258,red
57384739,2017-02-10 14:38:53,dung18,1359,bgt3375g,1099,black
57384740,2017-02-10 14:36:36,matlalala,1194,mamtom,1372,black
57384741,2017-02-10 14:31:50,dovanchien123,1477,quan321,1364,red
57384742,2017-02-10 14:32:46,dps6576g,1210,h383,1173,black
57384743,2017-02-10 14:22:43,bfd6615g,1369,dsd8279g,978,black
57384744,2017-02-10 14:35:43,tuanmap72,1542,kkd3774g,1229,black
57384745,2017-02-10 14:29:01,duckhanhbn,1393,hoavanvui,1289,red
57384746,2017-02-10 14:36:04,puma001,1442,catbuixd,1405,red
57384747,2017-02-10 14:40:17,mpb2450g,1200,hardbone,1142,red
57384748,2017-02-10 14:24:04,ttw634g,1345,snf1944g,1302,tie
57384749,2017-02-10 14:35:32,quocdung77,1038,kbf2870g,1150,red
57384750,2017-02-10 14:34:51,kiemluc,1170,binh1982,1183,red
57384751,2017-02-10 14:17:32,tmg6899g,1188,thuc1234,1110,black
57384752,2017-02-10 14:38:02,113sang,1425,thaiduongil,1326,black
57384753,2017-02-10 14:23:00,tdk3696g,1626,foncc123,1419,black
57384754,2017-02-10 14:12:19,wdd7262,1278,ichvan,1133,tie
57384755,2017-02-10 14:39:15,ngt6554g,1133,salesman,1227,red
57384756,2017-02-10 14:40:09,kieuthevan,1141,mdb2852g,1126,black
57384757,2017-02-10 14:33:44,duchuy1809,1179,bcd998g,1210,red
57384758,2017-02-10 14:39:25,tgp4102g,1308,gkb1430,1318,red
57384759,2017-02-10 14:35:44,lieuquy,1371,trungphanvan,1448,black
57384760,2017-02-10 14:35:35,kkm198g,1200,sbk3148g,1065,black
57384761,2017-02-10 14:18:56,pbm3760g,1275,tranminh,1211,red
57384762,2017-02-10 14:37:28,mwn1805g,985,ftc6986g,1084,red
57384763,2017-02-10 14:38:18,ftg7500g,1122,machien,1304,black
57384764,2017-02-10 14:39:22,cmt1279g,1333,huutanntsg,1312,red
57384765,2017-02-10 14:40:02,nkg6916g,1280,fgp7845g,1083,red
57384766,2017-02-10 14:35:22,tongbay,1287,yausteven,1320,red
57384767,2017-02-10 14:35:59,gbc9095g,1376,to8,1239,black
57384768,2017-02-10 14:29:54,cdf3976g,1150,cudajne,1265,red
57384769,2017-02-10 14:38:31,thaisoon,1242,fnd6225g,1221,red
57384770,2017-02-10 14:29:45,sdn7953g,1137,lenhuhung85,1180,red
57384771,2017-02-10 14:37:41,nguyenhung285,1269,stm3460g,1336,black
57384772,2017-02-10 14:40:38,wnd823g,1043,atwight7681,1085,red
57384773,2017-02-10 14:32:09,mgn4217,1099,fwn3800g,1087,red
57384774,2017-02-10 14:31:42,wkd4047g,1098,phu3ty,1146,black
57384775,2017-02-10 14:37:35,quoctoando788,1455,gmd5774g,1501,black
57384776,2017-02-10 14:40:52,nguyenhongvui,1291,sonthom,1232,black
57384777,2017-02-10 14:36:30,lephong2012,1265,tpc6058g,1392,red
57384778,2017-02-10 14:24:04,snf4333g,1056,too58,1006,red
57384779,2017-02-10 14:36:20,gmb5191g,1383,samhuyen,1184,black
57384780,2017-02-10 14:40:09,sww6547g,1214,pnt5281g,1162,black
57384781,2017-02-10 14:38:33,mbk968,1346,gwt9273g,1106,red
57384782,2017-02-10 14:22:52,ngodangha62,1008,trinh268,1047,black
57384783,2017-02-10 14:39:42,gandasfc,1390,vanthoi79,1178,black
57384784,2017-02-10 14:31:51,tkg2311,1355,ongek,1345,red
57384785,2017-02-10 14:34:18,gnf8224g,1271,tanhgiac177,1228,red
57384786,2017-02-10 14:36:43,buidiep,1596,kalina001,1856,red
57384787,2017-02-10 14:21:21,pk9988,1381,pgs2534g,1253,black
57384788,2017-02-10 14:36:54,thuyetkd,1254,oaihuu,1287,red
57384789,2017-02-10 14:43:16,cohot,1316,dkk4817g,1414,red
57384790,2017-02-10 14:38:00,vuacodl999,1526,trau73,1520,red
57384791,2017-02-10 14:28:54,ss21,1216,bmf6998g,957,red
57384792,2017-02-10 14:32:33,baonguyen2005,1107,knd3344g,1179,black
57384793,2017-02-10 14:39:22,stn8395g,1232,dap1984,1069,red
57384794,2017-02-10 14:37:06,huongnguyen,1399,sbm9628g,1511,red
57384795,2017-02-10 14:35:25,akc1,1001,bdw6233g,1153,red
57384796,2017-02-10 14:35:02,ktm1978g,1227,anhbasam,1383,red
57384797,2017-02-10 14:39:19,cbn769g,1304,anhtrenoem,1188,red
57384798,2017-02-10 14:38:22,pbp2822g,972,conhen2015,1205,red
57384799,2017-02-10 14:36:51,bkt146g,1187,oanhdung,1238,black
57384800,2017-02-10 14:20:15,trueman88,1436,mcm6911,1287,black
57384801,2017-02-10 14:38:30,maddog55,1231,wmb9362g,1236,red
57384802,2017-02-10 14:34:50,quinguyenhuu,1479,tomfsm,1554,black
57384803,2017-02-10 14:23:15,nmt7121,1200,tfg6161g,1208,tie
57384804,2017-02-10 14:29:49,tks5443g,970,dkc7155,1094,red
57384805,2017-02-10 14:39:35,ko6789,1256,hoangducquynh,1797,red
57384806,2017-02-10 14:29:39,kcl1,1296,cutet,1456,tie
57384807,2017-02-10 14:38:52,phongthan,1617,bcd8812g,1634,black
57384808,2017-02-10 14:26:43,ggs6892g,1149,tmc8595g,1254,red
57384809,2017-02-10 14:38:52,chibach123,1393,0116xh,1391,red
57384810,2017-02-10 14:34:42,mct9112g,1556,giadinhvodich,1277,red
57384811,2017-02-10 14:35:25,snk9801g,1348,wcw1261g,1357,black
57384812,2017-02-10 14:38:37,bpk8088g,1200,bmk137g,1264,red
57384813,2017-02-10 14:15:54,tsp5568g,1230,trandinhbang,1021,red
57384814,2017-02-10 14:36:58,bacvt123,1296,eea,1399,red
57384815,2017-02-10 14:25:53,gbg2256g,1118,cotlo,1177,black
57384816,2017-02-10 14:37:58,lehung78,1299,caovanle,1335,black
57384817,2017-02-10 14:37:55,pff2591g,1165,cuonghcbl,1105,red
57384818,2017-02-10 14:27:34,btb994g,1246,cmk2248g,1171,red
57384819,2017-02-10 14:24:14,hathanhduytv,1377,dtkietcn,1597,red
57384820,2017-02-10 14:38:02,levu2003,1084,papamama2012,1182,red
57384821,2017-02-10 14:26:45,fbm9554g,1037,truongvanhung,1110,black
57384822,2017-02-10 14:34:54,bpn1699g,1059,phanduy1368,1201,black
57384823,2017-02-10 14:39:05,nguyenhai12,1223,wsp5598g,1055,black
57384824,2017-02-10 14:38:54,vinawind,1804,3065qqq,1628,black
57384825,2017-02-10 14:30:31,namthom7282,1502,tmf996g,1323,black
57384826,2017-02-10 14:35:00,gtc3093g,1137,hoanghean,1033,black
57384827,2017-02-10 14:42:04,manhquanghb,1169,sck1821g,1078,black
57384828,2017-02-10 14:35:45,gbn2429g,1431,fpk9108g,1404,red
57384829,2017-02-10 14:42:04,kpt9021g,1248,enetminhanh,1275,red
57384830,2017-02-10 14:41:21,fwt275g,1232,lecongbinh77,1354,red
57384831,2017-02-10 14:41:15,fdg3943g,1476,daobang1966,1240,black
57384832,2017-02-10 14:29:37,mnt9358g,1127,bct3538g,1187,tie
57384833,2017-02-10 14:38:26,tienxu80,1204,hunglsc,1106,black
57384834,2017-02-10 14:32:03,cdb588g,1203,longp,1331,red
57384835,2017-02-10 14:36:53,wks4683g,1242,fmw2352g,1182,black
57384836,2017-02-10 14:39:29,tuandaivuong,1349,tieuthu9x,1630,black
57384837,2017-02-10 14:37:36,worldlee1962,1326,kgn6705g,1409,black
57384838,2017-02-10 14:26:32,tapchoi102,1094,jj0888,1186,black
57384839,2017-02-10 14:36:15,leminh9999,1365,imt2301,1270,black
57384840,2017-02-10 14:26:56,alitssrr,1139,tang1968,1206,red
57384841,2017-02-10 14:38:02,huykukuku,1235,mtrung56,1225,red
57384842,2017-02-10 14:41:22,chuasuoitam,1523,vinh02,1551,red
57384843,2017-02-10 14:34:33,gfg8824g,1295,sonha76,1278,red
57384844,2017-02-10 14:40:19,khoaito,1463,liemct,1593,black
57384845,2017-02-10 14:30:56,z1w2f3j4,1106,zx1221xz,1119,red
57384846,2017-02-10 14:40:27,ngheindi,1276,pps8098g,1328,red
57384847,2017-02-10 14:40:08,cgt7753g,1337,giangoc0501,1564,red
57384848,2017-02-10 14:38:44,bdk5640g,1221,miet1963,1214,red
57384849,2017-02-10 14:40:06,nwn405g,1365,ncb8403g,1280,black
57384850,2017-02-10 14:31:27,truclan82z,1179,xuankac,1070,black
57384851,2017-02-10 14:34:11,pdg9866g,1397,nsn7371g,1478,red
57384852,2017-02-10 14:29:28,linhpdl123,1200,camtu2003,1362,red
57384853,2017-02-10 14:36:25,9081,1505,metto222,1657,tie
57384854,2017-02-10 14:39:14,chuvu2001,1361,fnw1796g,1417,black
57384855,2017-02-10 14:36:09,emyeuanhkkk,1152,dbp3602g,1205,red
57384856,2017-02-10 14:17:14,dtf9360g,1294,swn7369g,1293,black
57384857,2017-02-10 14:40:30,hungtin81,1162,sdj6734g,1169,black
57384858,2017-02-10 14:39:12,phuongthao99,1315,gbm3952g,1540,black
57384859,2017-02-10 14:30:31,nhuyhuynh,1269,hocdanhcotuon,1096,black
57384860,2017-02-10 14:42:11,anhhai1994,1417,cdn7231g,1129,red
57384861,2017-02-10 14:35:35,pmb8174g,1064,nguoihatinh,800,black
57384862,2017-02-10 14:30:11,victorchien,1081,trang2009,1405,red
57384863,2017-02-10 14:39:32,nbc9304g,1124,wbt6222g,1138,black
57384864,2017-02-10 14:37:57,wmn241g,1507,chotxanh,1510,red
57384865,2017-02-10 14:32:12,phatkhungli,1322,gagu78,1178,black
57384866,2017-02-10 14:27:17,kpp5069g,1200,lamthong2016,1194,red
57384867,2017-02-10 14:41:44,yennghiahoang,1443,chapxe75,1305,black
57384868,2017-02-10 14:30:50,7bua,1659,khongvoi,1743,black
57384869,2017-02-10 14:39:21,acumen,1295,enzone,1504,black
57384870,2017-02-10 14:40:20,busasa,1347,kfm4997,1504,black
57384871,2017-02-10 14:40:03,nst183g,1101,fnw7364g,1032,red
57384872,2017-02-10 14:37:39,cwp8142g,1057,ccn3196g,1036,red
57384873,2017-02-10 14:39:48,atungbtri,1370,dohoath36,1366,red
57384874,2017-02-10 14:42:40,vtcss501,1424,vusao,1286,black
57384875,2017-02-10 14:27:27,tds7344g,1062,bdn9535g,1169,red
57384876,2017-02-10 14:29:30,kfb814g,1446,soibac8110,1477,red
57384877,2017-02-10 14:30:06,scn3179g,1381,tuanvhu,1179,black
57384878,2017-02-10 14:44:03,caovanle,1317,lehung78,1317,black
57384879,2017-02-10 14:29:38,thanhvp12,1318,cms3260g,1036,red
57384880,2017-02-10 14:32:00,wfn2993g,1257,mpp604g,1016,black
57384881,2017-02-10 14:40:11,tgc9136g,1200,ktp238g,1193,black
57384882,2017-02-10 14:39:42,trankhai1995,1354,hoangminh1941,1217,red
57384883,2017-02-10 14:39:26,ffn9202g,1480,fung5678,1494,red
57384884,2017-02-10 14:41:00,ffb5378g,1042,playokbn,1136,red
57384885,2017-02-10 14:40:25,lekieuoanh,1276,bcd808,1123,red
57384886,2017-02-10 14:32:04,baolam123,1245,pbd1407g,1219,red
57384887,2017-02-10 14:24:20,tsunami0,1092,cnk3227g,1238,red
57384888,2017-02-10 14:35:12,haoxm111,1394,caodangbinh,1407,black
57384889,2017-02-10 14:11:56,ftd8114g,920,daicaco,1177,black
57384890,2017-02-10 14:39:16,quanem,1285,toivaban,1308,red
57384891,2017-02-10 14:41:35,nhanhnhanh,1448,cotuongbg,1437,red
57384892,2017-02-10 14:41:52,cgs9097g,922,gtt8240g,1288,red
57384893,2017-02-10 14:36:39,pks5993g,1250,smt9428g,1112,black
57384894,2017-02-10 14:25:18,ldxy,1330,gtd409g,1462,black
57384895,2017-02-10 14:23:11,fwb7868g,1101,w2000,1238,red
57384896,2017-02-10 14:29:22,tdthanh,1347,bgb9220g,1386,black
57384897,2017-02-10 14:37:33,fcb1599,1200,tunguyen85,1322,black
57384898,2017-02-10 14:35:26,bsw7382g,1226,hechu36,1446,red
57384899,2017-02-10 14:42:38,mamtom,1348,matlalala,1218,black
57384900,2017-02-10 14:25:18,pfd3163g,1597,ngt4315,1624,black
57384901,2017-02-10 14:34:11,msb663g,1124,pwf1625g,1200,red
57384902,2017-02-10 14:38:29,wnm1043g,1184,chamdv,1094,red
57384903,2017-02-10 14:31:48,ssf9153g,1134,qimoor,1122,red
57384904,2017-02-10 14:43:57,hoangducquynh,1798,ko6789,1255,red
57384905,2017-02-10 14:32:16,fdn5369g,1322,dinhlan123,1326,red
57384906,2017-02-10 14:32:44,tapchoicot,1141,pdg2247g,1359,black
57384907,2017-02-10 14:42:24,bmn4733g,1207,nghe098,1246,black
57384908,2017-02-10 14:39:25,minhkhangvg,1270,mfs9878g,1180,black
57384909,2017-02-10 14:33:33,snn4506,1092,hanhlinhdl,1151,red
57384910,2017-02-10 14:20:56,haicho,1264,quynhhai,1279,black
57384911,2017-02-10 14:38:48,gwf6066g,1327,cww900g,1152,black
57384912,2017-02-10 14:37:36,haimap2342,1114,aa0000,1551,red
57384913,2017-02-10 14:36:20,gpk6205g,1170,embe456,1194,red
57384914,2017-02-10 14:35:04,bpc2514g,1147,thanhbinhdt54,1503,red
57384915,2017-02-10 14:34:25,aidaynhi11,1338,giaitrihihi,1452,black
57384916,2017-02-10 14:35:10,trungdv,1290,53vts53,1330,red
57384917,2017-02-10 14:31:31,longksc123,1285,bdd569g,1045,black
57384918,2017-02-10 14:40:18,truonghn1979,1437,nnk9425g,1563,red
57384919,2017-02-10 14:35:47,tyz923,963,nfs767g,1037,black
57384920,2017-02-10 14:39:52,china1808,1638,wnk5316g,1088,black
57384921,2017-02-10 14:32:49,dovietkhang,1327,fmk5806g,1202,black
57384922,2017-02-10 14:28:24,wtp1547g,1165,pjpjpjloke,1263,black
57384923,2017-02-10 14:36:32,cts8701g,1049,dnk7555g,1293,red
57384924,2017-02-10 14:44:04,0000vt,1462,mfb3978g,1555,red
57384925,2017-02-10 14:37:16,msf2910g,1127,tam93,1130,red
57384926,2017-02-10 14:39:53,tingmo,1210,obama2017,990,black
57384927,2017-02-10 14:39:32,lulanroi,1184,cuonghap,1306,red
57384928,2017-02-10 14:32:30,shs2,1276,lanhcm,1297,tie
57384929,2017-02-10 14:32:16,ggk9898g,1280,kkn619g,1119,tie
57384930,2017-02-10 14:41:34,xaxao,1502,cothapma,1602,black
57384931,2017-02-10 14:37:41,moichoico1t,1123,mmg9330g,1131,red
57384932,2017-02-10 14:44:52,sdj6734g,1153,hungtin81,1178,red
57384933,2017-02-10 14:37:49,markleu8,1572,gdk4606g,1449,black
57384934,2017-02-10 14:41:34,wmf6834g,1409,pmc2521g,1169,black
57384935,2017-02-10 14:25:50,tmc7589g,1214,sss1095g,1316,red
57384936,2017-02-10 14:35:00,bachson,1351,scg6300g,1182,black
57384937,2017-02-10 14:38:54,uncletito,1155,longlia,1100,red
57384938,2017-02-10 14:28:30,twg257g,1294,abcdegh,1360,red
57384939,2017-02-10 14:41:25,nguyenvh,1247,xh5,1143,black
57384940,2017-02-10 14:38:55,trantanat,1393,bmg8076g,1421,black
57384941,2017-02-10 14:38:17,ntt6642g,1200,ddk3333g,1232,black
57384942,2017-02-10 14:31:30,cdpt,1244,ngoquocthinh1,1427,red
57384943,2017-02-10 14:37:00,baoboi66,1289,dcw2111g,1319,red
57384944,2017-02-10 14:40:31,cff3967g,1123,m9011,1322,red
57384945,2017-02-10 14:39:38,twk7029g,1564,dpn2162g,1144,red
57384946,2017-02-10 14:40:49,ntva8389,1526,tdb5700g,1671,tie
57384947,2017-02-10 14:27:27,dongpham,1062,foksp,1208,black
57384948,2017-02-10 14:36:47,laogiagia,1651,bfw7987g,1627,black
57384949,2017-02-10 14:41:16,kimphutu,1262,pkf3162g,1265,black
57384950,2017-02-10 14:32:40,ngockhain,1356,annhien2014,1266,black
57384951,2017-02-10 14:41:48,kdg7069g,1277,ttm8378g,1059,black
57384952,2017-02-10 14:45:59,kkn619g,1126,ggk9898g,1273,black
57384953,2017-02-10 14:40:04,tsb9317g,1200,pnk7876g,1159,black
57384954,2017-02-10 14:40:20,loccaubai,1370,ct15,1427,black
57384955,2017-02-10 14:37:39,dkn5540g,1018,usairforceone,1264,red
57384956,2017-02-10 14:23:35,nhatco,1274,tkw3069g,1209,black
57384957,2017-02-10 14:40:20,tbf7622g,1336,lienbinhchanh,1267,red
57384958,2017-02-10 14:33:09,vinhden,1287,hoanle,1440,red
57384959,2017-02-10 14:27:36,nguyenphj44,1438,mtlstk,1241,black
57384960,2017-02-10 14:37:10,abcdez123,1354,bbp177g,1376,red
57384961,2017-02-10 14:34:34,gpd3445,1475,cc84,1318,black
57384962,2017-02-10 14:41:50,wqas,992,yamahamoto102,1160,red
57384963,2017-02-10 14:39:43,kmg7983g,1202,vuaco17,1214,red
57384964,2017-02-10 14:40:17,bps7130g,1335,phong123,929,black
57384965,2017-02-10 14:35:23,pdw3836g,1079,bai1970,1335,black
57384966,2017-02-10 14:21:34,ffk6813g,1400,mkb9198g,1326,black
57384967,2017-02-10 14:28:48,xuanchien,1352,bso2,1255,black
57384968,2017-02-10 14:35:13,wkf6640g,1423,gcs9968g,1269,black
57384969,2017-02-10 14:35:07,tgt4140g,1223,sdt181g,1200,red
57384970,2017-02-10 14:39:31,taiys,1436,sheng001,1387,black
57384971,2017-02-10 14:45:28,smt9428g,1102,pks5993g,1260,black
57384972,2017-02-10 14:35:47,ssc6753g,1177,kgs6087g,1110,red
57384973,2017-02-10 14:38:56,ndn3334g,1147,ngocminh3658,1286,black
57384974,2017-02-10 14:27:30,cmd6513g,1147,bnw9927g,961,tie
57384975,2017-02-10 14:40:48,timkiem,1248,tieulyphigai,1243,red
57384976,2017-02-10 14:39:36,songluc4,1467,loc0987,1537,red
57384977,2017-02-10 14:35:55,wwd1169g,1157,thuanthien,1176,black
57384978,2017-02-10 14:39:31,pfs5947g,1201,gws4525g,1200,black
57384979,2017-02-10 14:34:56,ngocdanh1444,1512,tranminhhai50,1489,red
57384980,2017-02-10 14:44:12,bacvt123,1285,zwpphuc,1443,red
57384981,2017-02-10 14:34:18,trk2017,1134,tgk1632g,1232,red
57384982,2017-02-10 14:28:43,tmk6944g,1151,dkt3345,1219,red
57384983,2017-02-10 14:42:42,ngominhhieu27,1040,bfk9990g,1132,black
57384984,2017-02-10 14:37:37,tfg3250g,1386,bsw3201g,1312,red
57384985,2017-02-10 14:38:06,sdm7425g,1204,ntp3201g,1377,red
57384986,2017-02-10 14:41:14,toan123,1424,ttc9086g,959,black
57384987,2017-02-10 14:42:58,dragon01,1168,hienanh214,1247,red
57384988,2017-02-10 14:37:26,fnf7176g,1377,mwk4989g,1184,black
57384989,2017-02-10 14:30:51,quocan1982,1270,dgf7649,1245,red
57384990,2017-02-10 14:37:13,dangngon,1282,stancer,1477,red
57384991,2017-02-10 14:44:16,cohot,1304,giadinhvodich,1304,black
57384992,2017-02-10 14:39:37,bpd810,1174,coluaday,999,red
57384993,2017-02-10 14:40:18,fsm125g,1134,kmk1193g,967,black
57384994,2017-02-10 14:41:30,trongnhan,1496,minhbeo1,1433,red
57384995,2017-02-10 14:32:34,slowgood,1489,psf7026g,1403,black
57384996,2017-02-10 14:33:56,dwp6435g,1336,nwp7795g,1104,black
57384997,2017-02-10 14:43:10,dolien,1447,ggb3090g,1385,black
57384998,2017-02-10 14:31:49,liujw87,1593,quocviet1957,1533,red
57384999,2017-02-10 14:38:54,hoaminh,1408,ppb791,1470,black
57385000,2017-02-10 14:18:04,levantrieu,1242,jinghui007,1295,black
57385001,2017-02-10 14:33:55,ttnp1904,1265,luuthong,1210,black
57385002,2017-02-10 14:35:54,wss5503g,1109,cmk150g,1219,red
