gameID,game_datetime,blackID,blackELO,redID,redELO,winner
57382383,2017-02-10 13:55:46,bmk2725g,1231,mgf6405g,1134,red
57382384,2017-02-10 13:58:17,dtk9764g,1232,loccaubai,1476,red
57382385,2017-02-10 14:01:43,judasa,1350,wkn663g,1066,red
57382386,2017-02-10 13:57:33,nwn405g,1337,oaihuu,1342,black
57382387,2017-02-10 13:48:50,manh1979,1388,nhancute19,1278,red
57382388,2017-02-10 14:01:46,wkn663g,1093,judasa,1323,black
57382389,2017-02-10 13:53:17,caocautn,1269,handsomesin,1632,black
57382390,2017-02-10 14:00:34,wsp5598g,1143,nguyenhai12,1135,black
57382391,2017-02-10 13:54:41,ttnp1904,1244,wsw3191g,1305,red
57382392,2017-02-10 13:57:35,matlalala,1286,wwf7253g,1271,black
57382393,2017-02-10 13:55:26,bbn9073g,1283,ggs6892g,1184,black
57382394,2017-02-10 14:01:49,judasa,1298,wkn663g,1118,red
57382395,2017-02-10 13:47:08,grandnoisy,1645,mnm1282g,1527,black
57382396,2017-02-10 13:21:53,wwb3494,1272,swt1500g,1310,red
57382397,2017-02-10 13:56:01,vxcat,1398,nghixuan,1287,black
57382398,2017-02-10 13:50:45,buithuctb,1158,tapco1115,1106,red
57382399,2017-02-10 13:42:44,sbn6482g,1480,tuanmu89,1364,black
57382400,2017-02-10 13:55:37,cflin844,1195,trungtg,1471,red
57382401,2017-02-10 13:52:00,alexng5297,1246,tmw516g,1154,black
57382402,2017-02-10 14:01:54,wkn663g,1142,judasa,1274,black
57382403,2017-02-10 13:54:34,ducbinh,1495,tmg468g,870,black
57382404,2017-02-10 13:48:13,bdg8575g,1126,dcb1467g,1094,black
57382405,2017-02-10 14:00:04,gst1707g,1533,cothanhhoaban,1225,black
57382406,2017-02-10 13:56:02,son14,1469,cwk5175g,1397,black
57382407,2017-02-10 13:42:00,mwt9827g,1151,bcb4199g,1045,red
57382408,2017-02-10 13:58:15,mgs8235g,1160,hoangthanhtam,1448,red
57382409,2017-02-10 13:56:51,swf2016g,1191,wbd8766g,1061,black
57382410,2017-02-10 13:54:40,tgs7886g,1335,twg9735g,1338,red
57382411,2017-02-10 14:02:03,judasa,1252,wkn663g,1164,red
57382412,2017-02-10 13:53:47,bin05,1304,sbm9628g,1483,red
57382413,2017-02-10 14:02:09,wkn663g,1184,judasa,1232,black
57382414,2017-02-10 13:58:35,buithiymai,1347,phuquy2012,1351,red
57382415,2017-02-10 13:45:30,tks5443g,959,bcd998g,1198,red
57382416,2017-02-10 13:39:35,buivanhd,1181,bacnau,1187,red
57382417,2017-02-10 13:56:09,sgk2668g,1172,cudajne,1256,red
57382418,2017-02-10 14:02:14,judasa,1214,wkn663g,1202,red
57382419,2017-02-10 13:46:30,tranhoan463,1036,dungchay999,1132,black
57382420,2017-02-10 13:55:18,gnk3127g,1436,tucauduc,1192,black
57382421,2017-02-10 14:02:20,wkn663g,1219,judasa,1197,black
57382422,2017-02-10 13:45:23,vitbackinh22,1324,gnw7104,1481,red
57382423,2017-02-10 13:46:17,hoang1loc,1050,tdw8049g,1270,red
57382424,2017-02-10 13:39:10,ckb5018g,1475,ontai06,1362,black
57382425,2017-02-10 13:57:05,yenthoi,1171,mtp4206g,1111,red
57382426,2017-02-10 13:39:10,tang1968,1193,longhoholong,1175,red
57382427,2017-02-10 13:46:48,gbb9187g,996,nsc3871g,1082,black
57382428,2017-02-10 13:53:01,phamtai,1560,trantanat,1361,black
57382429,2017-02-10 13:53:44,trungthoithuy,1214,duongvx,1369,red
57382430,2017-02-10 13:50:02,fkd7450g,1266,wwm4471g,1246,black
57382431,2017-02-10 13:50:45,btb994g,1244,tpc6058g,1394,black
57382432,2017-02-10 13:57:11,a8888,1332,sapcodiban,1163,black
57382433,2017-02-10 13:58:05,stb1786g,1193,wcd3132g,1224,black
57382434,2017-02-10 13:49:36,monhai1972,1266,busasa,1402,black
57382435,2017-02-10 13:58:05,hienngocpham9,1253,nds3619g,1247,black
57382436,2017-02-10 13:58:23,tungtran,1390,onechusky,1127,black
57382437,2017-02-10 13:43:12,tuelamchess,1021,abcwt,1629,black
57382438,2017-02-10 13:52:05,ncn5527g,1321,miu2003,1157,red
57382439,2017-02-10 13:57:57,timo49,1426,nct7900g,1084,red
57382440,2017-02-10 13:49:40,pnp6261g,1364,kwokwahchau67,1090,black
57382441,2017-02-10 13:52:20,dovanchien123,1477,daobang1966,1214,red
57382442,2017-02-10 13:56:22,dkn5540g,1037,zhengquan,1179,red
57382443,2017-02-10 13:50:49,7525,1277,bsw3201g,1282,red
57382444,2017-02-10 13:47:29,camtu2003,1371,linhpdl123,1191,black
57382445,2017-02-10 13:59:35,tunganh71,1116,mfb6674g,1304,red
57382446,2017-02-10 13:52:29,moi0123,1182,si1234,1178,red
57382447,2017-02-10 13:57:37,bochungno,1326,hooco,1368,black
57382448,2017-02-10 13:56:12,pbf9750g,1306,msg7711g,1125,red
57382449,2017-02-10 13:52:52,dnk7555g,1254,cts8701g,1088,black
57382450,2017-02-10 13:27:45,kythanh111,1374,cjd3081,1175,red
57382451,2017-02-10 13:53:24,hoangmon,1310,htpa193,1306,tie
57382452,2017-02-10 13:49:42,pkb6710,1193,chokun2012,1121,black
57382453,2017-02-10 13:56:56,cfd2959g,1176,bfk9990g,1178,black
57382454,2017-02-10 13:57:07,stm3460g,1277,wpd6513g,1012,black
57382455,2017-02-10 13:47:45,wbf1458g,1217,gft1852g,1270,red
57382456,2017-02-10 13:58:41,fsw4008g,1336,bsd1750g,923,black
57382457,2017-02-10 13:48:27,tcg9113g,1444,pbs6225g,1193,black
57382458,2017-02-10 14:00:37,nguyenvanhy,1354,wtb1208g,1190,red
57382459,2017-02-10 13:56:30,vinawind,1715,khoachi,1721,tie
57382460,2017-02-10 14:01:23,fsw3720g,1188,gatremy,1153,red
57382461,2017-02-10 13:45:42,hoiphu60,1307,dthkl83g,1440,red
57382462,2017-02-10 13:54:12,bkw2364g,1179,leminhtt,1170,red
57382463,2017-02-10 14:00:09,giahuy28,1193,bnw2753g,1191,red
57382464,2017-02-10 13:56:57,hieuva,1103,bmw1860,1130,red
57382465,2017-02-10 13:47:15,dgc6184g,1154,voxuanquy,1099,black
57382466,2017-02-10 13:52:07,manhhao,1165,sschan,1070,red
57382467,2017-02-10 13:50:18,mbs7384g,1055,wss5503g,1067,red
57382468,2017-02-10 14:00:22,quanthanh2007,1332,tsk8201g,1204,black
57382469,2017-02-10 13:57:35,nnf9088g,1276,wmm1838g,985,black
57382470,2017-02-10 13:53:43,quangtrung78,1435,12khwan,1608,red
57382471,2017-02-10 13:56:17,gnw5753g,1147,kgw5180g,1103,black
57382472,2017-02-10 13:56:50,phucnguyen,1255,jackal1993,1303,black
57382473,2017-02-10 13:56:01,tmg6899g,1207,ongtuyet1234,1349,red
57382474,2017-02-10 13:49:00,bdf7557g,1213,ftc6986g,1042,black
57382475,2017-02-10 13:51:02,congca2014,1279,qaz0001,1408,black
57382476,2017-02-10 13:43:28,nguyenlong490,1217,tdg172g,1169,red
57382477,2017-02-10 13:43:52,dungcv,1244,mfd3574,1306,red
57382478,2017-02-10 14:02:44,beginner0000,944,giabao2x,1025,red
57382479,2017-02-10 13:58:11,fwn3415g,1260,skk254g,1262,black
57382480,2017-02-10 13:54:18,gbt5666g,1357,liem4,1402,red
57382481,2017-02-10 13:55:29,chiengapn,1098,lowweixiang,1201,black
57382482,2017-02-10 13:44:13,vutinh79,1238,ggd4071g,1300,black
57382483,2017-02-10 13:56:28,wfm9701,1577,baoicuucon,1568,black
57382484,2017-02-10 13:39:54,wmt8309g,1214,duat,1151,black
57382485,2017-02-10 13:47:57,swn3325g,1340,ooothap,1281,red
57382486,2017-02-10 13:48:10,vu79,1092,dps6318g,1144,red
57382487,2017-02-10 13:54:04,sgc115g,1068,ppn9848g,1147,red
57382488,2017-02-10 13:57:24,fmf6252g,1218,wsw1850g,1013,black
57382489,2017-02-10 14:01:41,ftb2623g,1337,cpwcpw,1349,red
57382490,2017-02-10 13:56:41,doccocaubai10,1479,psf7026g,1386,black
57382491,2017-02-10 13:50:51,kimma,1530,gmd4316g,1524,red
57382492,2017-02-10 13:56:06,ccw7824g,1170,vunguyenhamy,1338,red
57382493,2017-02-10 13:43:57,fbw2038g,1498,thaihoadiep,1401,red
57382494,2017-02-10 13:43:01,kfm9878g,1157,pkt6303g,1095,red
57382495,2017-02-10 13:52:28,trandinhvy,1386,ntg7698g,1402,red
57382496,2017-02-10 13:44:13,patrickkl,1502,yesno123,1340,black
57382497,2017-02-10 14:03:23,ftc6986g,1033,bdf7557g,1222,red
57382498,2017-02-10 13:59:36,ngocanh1111,1224,skp6877g,1222,red
57382499,2017-02-10 13:53:28,gtd3252g,1238,gff4195g,1092,black
57382500,2017-02-10 13:50:56,khanhhunghl12,1247,tieulyphigai,1256,black
57382501,2017-02-10 14:00:12,ndn3334g,1142,mdd8570,1303,red
57382502,2017-02-10 13:49:08,xma2576,1303,steps,1444,red
57382503,2017-02-10 13:45:12,dhoi1,1313,chuonghuu,1227,red
57382504,2017-02-10 13:49:14,cpm5860g,1092,ssb6432g,1237,tie
57382505,2017-02-10 13:58:22,truongthem,1432,dbp8041g,1346,black
57382506,2017-02-10 13:50:57,pgt5373g,1298,basac,1274,red
57382507,2017-02-10 13:47:11,bgs7835g,1201,gbs3972g,1205,black
57382508,2017-02-10 13:59:40,tds7344g,1026,hongha2212,1288,black
57382509,2017-02-10 13:47:41,wwm5886g,1410,ggn8296g,1179,black
57382510,2017-02-10 14:00:42,winny1234,1426,bongbe,1363,black
57382511,2017-02-10 13:57:45,babykenken393,1327,pgm2785g,1295,black
57382512,2017-02-10 13:48:25,diepanh,1102,nbg1474g,1191,red
57382513,2017-02-10 13:42:57,tpk6672g,1144,wnb7190g,1149,black
57382514,2017-02-10 13:56:22,nsn7371g,1493,pdg9866g,1382,red
57382515,2017-02-10 13:46:10,vtvcab,1138,ngw4764g,1065,black
57382516,2017-02-10 13:55:07,dwb3335g,1543,laumam,1567,red
57382517,2017-02-10 13:59:31,kgw8557g,1283,derkaiser,1241,black
57382518,2017-02-10 14:00:43,ngominhhieu27,1055,bck243g,1128,red
57382519,2017-02-10 13:50:32,kpd4021g,1137,tdt70,1342,black
57382520,2017-02-10 13:53:13,gpf1113,1377,pbc3835g,1131,black
57382521,2017-02-10 13:48:07,cpb1724g,1159,phungdungquan,1126,black
57382522,2017-02-10 14:01:23,traihaiphong,1197,ftg3124,1586,red
57382523,2017-02-10 13:56:02,bbp7984g,1210,gnd6297g,1271,black
57382524,2017-02-10 13:59:18,pfc9889g,1045,ngloc,1119,red
57382525,2017-02-10 13:56:05,twk7029g,1552,csp9629g,1065,black
57382526,2017-02-10 13:58:27,kgf9043g,1153,pnw2731g,1149,red
57382527,2017-02-10 13:58:16,ccb9552g,1246,fkw1739g,1275,red
57382528,2017-02-10 14:03:03,gfk5284g,1200,dandapxichlo,1214,black
57382529,2017-02-10 13:46:47,fkp4514g,1135,gagu78,1147,red
57382530,2017-02-10 13:45:18,nguyenvc,1060,longnhatran,1137,black
57382531,2017-02-10 14:01:11,pmc2521g,1173,wmf6834g,1393,red
57382532,2017-02-10 13:59:54,conrad321,1251,vuthanh123,1353,red
57382533,2017-02-10 13:54:34,kkd1969,1396,ppk9791g,1145,black
57382534,2017-02-10 13:55:39,hocdanhcotuon,1113,mocmeo148,1415,red
57382535,2017-02-10 14:00:30,aztri,1173,tgk1632g,1235,black
57382536,2017-02-10 13:55:50,fwt2177,998,fmk5806g,1174,red
57382537,2017-02-10 13:56:01,mazda620,1200,ngochg1234,1200,black
57382538,2017-02-10 13:56:00,tcn2839g,1253,acb3456,1423,red
57382539,2017-02-10 13:58:37,ssc6753g,1168,bmt5298g,1162,black
57382540,2017-02-10 13:56:01,cst1856g,1189,fkb7309g,894,black
57382541,2017-02-10 13:58:31,tohai80,1184,smf2625g,1168,black
57382542,2017-02-10 13:58:51,bkb2874g,1194,phuongthao99,1269,red
57382543,2017-02-10 14:00:15,btnl,1283,comem,1349,red
57382544,2017-02-10 13:52:49,bdf3869g,1316,nwp7795g,1119,black
57382545,2017-02-10 13:52:47,nuicoc,1305,sft9313g,1427,red
57382546,2017-02-10 13:59:08,thanhsonhn,1263,sff9140g,1061,black
57382547,2017-02-10 13:57:00,emyeuanhkkk,1133,dohoath36,1360,red
57382548,2017-02-10 13:53:33,huy113,1342,thanhnha97,1595,red
57382549,2017-02-10 13:54:01,minhbeo1,1413,tbk1883g,1527,black
57382550,2017-02-10 13:58:50,ducqb,1286,fpk9108g,1369,red
57382551,2017-02-10 13:50:35,trungphanvan,1420,lieuquy,1399,tie
57382552,2017-02-10 14:01:40,drdeutsch,1402,tqtqtq,1432,black
57382553,2017-02-10 13:55:35,nhatjim,1332,kcb3137g,1386,black
57382554,2017-02-10 13:59:35,cmm7662g,1200,kfd4798g,1470,red
57382555,2017-02-10 13:58:47,bacsidieutri,1230,lkk1,1238,red
57382556,2017-02-10 13:58:11,minh356,1194,kgw566,1061,black
57382557,2017-02-10 13:53:23,dgqgdinh555,1069,bcd7661g,999,red
57382558,2017-02-10 13:59:40,pfp9782g,1235,doanha1972,1614,red
57382559,2017-02-10 13:53:34,smc6619g,1380,tnh2010,1120,red
57382560,2017-02-10 14:01:22,toivaban,1286,mfg7749,1200,black
57382561,2017-02-10 13:57:59,dtf9360g,1324,kgm147g,1325,red
57382562,2017-02-10 13:50:07,nst8174g,1156,sgf2026g,985,black
57382563,2017-02-10 14:00:24,achuan,1215,sdw4025g,1332,black
57382564,2017-02-10 14:00:48,tdb3145g,1227,nguyenhung285,1219,red
57382565,2017-02-10 13:46:45,binhfongma77,1534,tigertiger62,1398,red
57382566,2017-02-10 13:57:00,thanhlampham,1215,pns2741g,1278,black
57382567,2017-02-10 14:04:17,wbs6258g,952,austintx,1085,red
57382568,2017-02-10 13:45:17,pbg8134g,1200,dsg7708g,947,red
57382569,2017-02-10 13:59:53,npm5287g,1617,vtqheroin,1760,red
57382570,2017-02-10 13:58:42,dbk9377g,1183,nms7833g,1173,black
57382571,2017-02-10 13:59:56,wss5579g,1218,trancongkhai,1351,black
57382572,2017-02-10 14:00:55,fkk2418g,1243,hoangdang,1150,red
57382573,2017-02-10 14:01:14,dangtien,1512,bcd8812g,1603,red
57382574,2017-02-10 13:46:49,hoangbanhts,1364,egcyuhve,1269,black
57382575,2017-02-10 13:50:58,gato64,1271,llt123,1235,black
57382576,2017-02-10 14:03:04,khoachi,1721,vinawind,1715,red
57382577,2017-02-10 13:58:06,tds9126g,1115,ss21,1183,red
57382578,2017-02-10 14:00:49,anhvu16,1394,kiendung1978,1366,black
57382579,2017-02-10 14:00:41,trantran68,1383,cdn5917g,1179,black
57382580,2017-02-10 14:01:08,xuancung1947,984,kfm4997,1469,red
57382581,2017-02-10 13:56:11,okplayplay,1310,ngvanvien,1333,red
57382582,2017-02-10 14:01:13,0000vt,1492,nnk9425g,1577,red
57382583,2017-02-10 13:57:24,ffk6562g,1206,gkw8239g,1247,red
57382584,2017-02-10 13:43:44,dmg9133g,1215,sck1821g,1093,black
57382585,2017-02-10 13:59:35,kbkb,1199,bnc7287g,1179,black
57382586,2017-02-10 13:56:12,thanhvp12,1338,ckk7751g,1294,red
57382587,2017-02-10 13:57:24,ncg5382g,1417,quangdien1234,1401,red
57382588,2017-02-10 13:51:00,hongtien,1260,web4use,1603,red
57382589,2017-02-10 14:05:23,kiendung1978,1351,anhvu16,1409,red
57382590,2017-02-10 13:47:38,havy96,959,bnb483g,1170,black
57382591,2017-02-10 14:01:35,pcs9392g,1250,fomosabiendi,1121,black
57382592,2017-02-10 14:04:28,ngw4764g,1052,vtvcab,1151,red
57382593,2017-02-10 13:41:11,mcn2796g,1113,ngt9143,1184,red
57382594,2017-02-10 14:00:58,mkb9198g,1359,thinhdanghong,1092,red
57382595,2017-02-10 13:46:15,mtk1614g,1399,levantam979,1120,red
57382596,2017-02-10 13:50:15,mnw2502g,1202,std2982,1205,red
57382597,2017-02-10 14:02:23,cotuongbg,1424,wmn241g,1473,red
57382598,2017-02-10 13:59:49,sdj6734g,1201,hungtin81,1130,black
57382599,2017-02-10 14:00:22,mamtom,1405,bpc9387g,1214,black
57382600,2017-02-10 13:55:30,danhvaivan,1621,vuacodl999,1514,black
57382601,2017-02-10 13:50:18,thodautroc,1186,pcw3153g,1266,black
57382602,2017-02-10 14:00:41,wpc5142g,977,hatrong,1178,red
57382603,2017-02-10 13:58:08,pbs9793g,1193,hangpro789,1414,black
57382604,2017-02-10 13:51:43,wqt6268d,1135,gct4767g,1264,black
57382605,2017-02-10 14:01:55,handsomesin,1604,caocautn,1297,black
57382606,2017-02-10 13:58:17,knt9681g,1542,gmd5774g,1521,black
57382607,2017-02-10 13:49:21,knb9900g,1337,jaguarnew,1457,red
57382608,2017-02-10 13:57:41,5267,1200,baylongvu,1204,red
57382609,2017-02-10 14:01:42,phong123,966,tn123tn,966,red
57382610,2017-02-10 13:57:13,wst8450g,1196,play1play,1016,black
57382611,2017-02-10 14:02:57,wpd6513g,1006,stm3460g,1283,red
57382612,2017-02-10 13:53:53,khoivanminh,1188,0879,1237,red
57382613,2017-02-10 14:02:36,sasasasaki,1125,nguyenthaihoi,1470,red
57382614,2017-02-10 13:58:02,gkd3503g,1214,aimar10hk,1208,red
57382615,2017-02-10 13:51:22,kcg7959g,1071,pcs6130g,1363,red
57382616,2017-02-10 14:04:26,mwn1805g,1044,ftc6986g,1025,red
57382617,2017-02-10 13:54:56,tgf9876g,1046,dtt9901g,1159,black
57382618,2017-02-10 13:57:11,fatfat1927,1376,sss1095g,1309,black
57382619,2017-02-10 13:54:05,nbb1672g,1426,kmd1414g,1451,black
57382620,2017-02-10 13:49:11,arisona,1293,q1w2e3a1,1354,red
57382621,2017-02-10 13:55:14,wtn947g,1162,bcm941g,1214,black
57382622,2017-02-10 13:51:57,btf9063g,1144,wfk7527g,1209,black
57382623,2017-02-10 13:49:48,duchaiphong,1248,vdz1960,1446,black
57382624,2017-02-10 14:02:06,wff3699g,1200,smt9428g,1060,red
57382625,2017-02-10 13:54:43,gmf6810g,1216,tienplanqt,1190,red
57382626,2017-02-10 13:53:56,daobinhxuan19,1321,choichoichoi,1296,black
57382627,2017-02-10 14:02:08,wbd8766g,1051,swf2016g,1201,red
57382628,2017-02-10 13:55:57,lauden68,904,casiosola,1029,black
57382629,2017-02-10 13:47:35,bwf7882g,1135,choangvang,1239,red
57382630,2017-02-10 13:49:27,ksp6722g,1228,cuadong123,1352,red
57382631,2017-02-10 14:01:41,kcd7322g,1236,quangle,1230,black
57382632,2017-02-10 13:49:54,zon286,1270,dss7643g,1125,red
57382633,2017-02-10 14:00:00,p1402,1564,tinhlv,1691,red
57382634,2017-02-10 14:00:39,bfg3586g,1177,pdd4675g,1306,red
57382635,2017-02-10 14:00:46,trochoivui,1259,bumboaiboai,1372,red
57382636,2017-02-10 14:00:37,kks317g,1224,nnn6999g,1200,black
57382637,2017-02-10 13:56:19,lehoa07,1243,atoan1234z,965,black
57382638,2017-02-10 13:55:07,wwp8243g,942,tft8464g,1110,red
57382639,2017-02-10 13:59:52,xichlo1954,1544,swc9728g,1463,red
57382640,2017-02-10 13:59:42,quatmo,1102,nbc9304g,1159,black
57382641,2017-02-10 13:56:31,spp5906g,1199,acumen,1282,black
57382642,2017-02-10 14:02:04,cothanhhoaban,1220,gst1707g,1538,red
57382643,2017-02-10 14:03:29,phucnguyen,1273,bct4076g,1225,red
57382644,2017-02-10 13:47:16,mikeky,1357,djnguyentrung,1321,black
57382645,2017-02-10 14:02:33,sapcodiban,1154,a8888,1341,red
57382646,2017-02-10 14:02:14,nguyenhai12,1119,wsp5598g,1159,black
57382647,2017-02-10 13:58:28,thaiduongil,1331,bear2014,1289,black
57382648,2017-02-10 13:56:05,anhnui,1105,knn9873g,1071,red
57382649,2017-02-10 13:57:48,vudangthang,1230,dbs3413g,1194,black
57382650,2017-02-10 13:59:05,bcs2145g,1265,longvodinh,1345,red
57382651,2017-02-10 13:55:11,khoailangday,1178,giathanh1,1375,red
57382652,2017-02-10 14:06:02,karuna2001,1250,nst4503g,1200,red
57382653,2017-02-10 13:55:31,sgp5009g,1048,giavinh,1114,tie
57382654,2017-02-10 13:56:43,akiet123,1243,nsb642g,1155,black
57382655,2017-02-10 13:57:48,chess101,1623,fun2015,1592,red
57382656,2017-02-10 13:58:04,bleble104,1148,baotrangia,1339,red
57382657,2017-02-10 13:57:19,btc8962g,1200,png6164g,1187,red
57382658,2017-02-10 13:47:00,mbf4211g,1364,caothanh1002,1383,red
57382659,2017-02-10 13:57:29,nguyenhongvui,1309,phule,1279,red
57382660,2017-02-10 14:01:36,cgs9097g,940,twc5685g,1243,red
57382661,2017-02-10 14:01:57,trungtg,1476,cflin844,1190,black
57382662,2017-02-10 13:55:56,snn4506,1033,hanhlinhdl,1210,red
57382663,2017-02-10 14:00:55,ctk757g,1071,xuanhung12,1052,red
57382664,2017-02-10 14:02:51,meowmeow82,1548,alexng5297,1258,black
57382665,2017-02-10 13:50:44,kfc3610,1237,mkf4585g,1171,black
57382666,2017-02-10 14:02:27,cwk5175g,1384,nkc154g,1272,black
57382667,2017-02-10 13:53:05,wgp6776g,1117,nkd1289g,1161,black
57382668,2017-02-10 14:01:00,gpt9537g,1586,tuanpro123,1658,black
57382669,2017-02-10 13:44:41,dungapq,1083,cpc5478g,1238,tie
57382670,2017-02-10 13:58:15,mm163,1235,cdn7231g,1141,black
57382671,2017-02-10 13:50:28,psw2563,1232,tkc8560g,1278,black
57382672,2017-02-10 13:55:05,mfk1865g,1426,ahsongthai,1217,black
57382673,2017-02-10 14:02:34,vinhnapy,1300,cdn3583g,1310,red
57382674,2017-02-10 14:01:14,nguyentam51,1394,wwc6986g,1673,red
57382675,2017-02-10 14:05:53,thinhdanghong,1118,mkb9198g,1333,red
57382676,2017-02-10 14:05:44,wmn241g,1487,cotuongbg,1410,black
57382677,2017-02-10 13:52:12,gbg2256g,1078,ksd707g,1188,black
57382678,2017-02-10 14:03:30,beginner0000,932,nts1324g,1196,red
57382679,2017-02-10 14:04:16,pgm2785g,1280,babykenken393,1342,red
57382680,2017-02-10 14:02:01,cnk9597g,908,manhgiac,1227,red
57382681,2017-02-10 14:00:07,bpd810,1159,vanthanhktv2,1241,red
57382682,2017-02-10 14:01:17,thanhdung57,1079,sdm7907g,1178,red
57382683,2017-02-10 13:58:06,gold2012,1501,tdk3696g,1607,red
57382684,2017-02-10 13:48:56,tgn3802g,1095,chuyenvuvan,1080,black
57382685,2017-02-10 14:00:58,gtc3093g,1164,hoanghean,1006,black
57382686,2017-02-10 13:53:34,ltt95,1514,buipho4444,1273,red
57382687,2017-02-10 14:00:04,kithu,1114,xuanduyen4950,965,red
57382688,2017-02-10 14:01:04,fnp5679g,1574,mpn4538g,1247,black
57382689,2017-02-10 13:59:09,loc0987,1528,tranthanhle,1429,red
57382690,2017-02-10 13:51:07,phamthetai123,1354,skk2473g,1496,red
57382691,2017-02-10 13:51:33,pdt7716g,1200,ffk6813g,1378,red
57382692,2017-02-10 13:54:46,thainguyen258,1045,ngochuanvt,1285,red
57382693,2017-02-10 14:00:11,kilohanoi,1306,phamtinh2016,1477,red
57382694,2017-02-10 14:01:44,metto222,1671,baytungtung,1666,red
57382695,2017-02-10 13:57:29,traductam,1243,stststststst,1383,black
57382696,2017-02-10 13:42:48,fnc3414g,1350,duathoi,1374,red
57382697,2017-02-10 14:03:34,fms4944g,1296,bkp7198g,1041,black
57382698,2017-02-10 14:02:20,dungchay999,1112,tranhoan463,1056,black
57382699,2017-02-10 13:36:13,trueman88,1428,haicho,1244,black
57382700,2017-02-10 14:01:59,sfw6717g,1005,msf2910g,1077,red
57382701,2017-02-10 14:00:52,congthao,1121,nghuuthieu,1480,red
57382702,2017-02-10 14:01:21,dap1984,1101,bocaitravinh,1357,red
57382703,2017-02-10 13:58:15,mkt5020g,1213,bpm2916g,866,black
57382704,2017-02-10 14:01:27,wmm8533,1116,nsf5134g,1216,red
57382705,2017-02-10 13:51:34,dautay,1191,tnb2281g,1164,black
57382706,2017-02-10 14:04:37,ftb2623g,1322,gkb1430,1317,red
57382707,2017-02-10 14:04:05,chuonghuu,1247,dhoi1,1293,black
57382708,2017-02-10 13:54:57,havanhuan,1071,btd3313g,1145,black
57382709,2017-02-10 14:02:11,phanduy1368,1200,bpn1699g,1060,red
57382710,2017-02-10 13:58:59,ssg8297g,848,bodanhco,1260,red
57382711,2017-02-10 14:00:28,chinsufood,1197,kbk1804g,1183,red
57382712,2017-02-10 14:01:53,wwf7253g,1256,matlalala,1301,black
57382713,2017-02-10 14:00:06,tbd5854g,1225,batt3,1293,red
57382714,2017-02-10 14:01:48,loccaubai,1482,dtk9764g,1226,red
57382715,2017-02-10 13:55:45,snk9801g,1342,wcw1261g,1363,red
57382716,2017-02-10 13:57:29,fpc7668g,1227,anhduccnc,1382,red
57382717,2017-02-10 13:44:51,hoangminh1941,1212,trankhai1995,1359,red
57382718,2017-02-10 14:05:00,lkk1,1254,bacsidieutri,1214,red
57382719,2017-02-10 13:59:50,kinhqua,1578,ndd8924g,1593,black
57382720,2017-02-10 14:02:19,choihaykhon,1430,chuasuoitam,1447,red
57382721,2017-02-10 13:50:37,hathanh555,1043,jamesbond7,1245,black
57382722,2017-02-10 13:51:01,whyonlygame,1416,binhminh378,1298,black
57382723,2017-02-10 14:04:38,wmf6834g,1400,pmc2521g,1166,black
57382724,2017-02-10 14:02:14,phuquy2012,1367,buithiymai,1331,red
57382725,2017-02-10 14:02:04,sdf3980g,1200,pkg9084g,1154,red
57382726,2017-02-10 13:49:36,phamnguyen668,1264,cwn6982g,1353,red
57382727,2017-02-10 13:56:31,wkt3288g,1036,pdw3836g,1130,black
57382728,2017-02-10 13:59:24,vietthai,1170,abcdegh,1337,red
57382729,2017-02-10 13:49:59,chihnd,1026,nihonjin,1330,red
57382730,2017-02-10 13:49:59,bongmabiengio,1221,abcdez123,1352,red
57382731,2017-02-10 13:59:01,1chessplayer1,1461,wwk1624g,1230,red
57382732,2017-02-10 13:45:51,btb378g,1351,zagky,1316,red
57382733,2017-02-10 14:01:06,cmd6513g,1110,ytc1234,1147,black
57382734,2017-02-10 14:00:19,dovietkhang,1364,tam93,1117,red
57382735,2017-02-10 13:55:15,ccs1122,1196,methuoclao,1197,red
57382736,2017-02-10 13:54:42,pdf6251g,1172,chienlien57,1377,red
57382737,2017-02-10 13:59:49,xuanchien,1400,pcf7576g,1179,red
57382738,2017-02-10 13:54:39,hmcc123,1404,snp6367g,1540,black
57382739,2017-02-10 13:58:31,wnn6308g,1232,thaisonvt,1184,red
57382740,2017-02-10 13:52:20,bacto3,1364,dn2008,1379,red
57382741,2017-02-10 14:02:26,tdc4774g,1380,xaxao,1500,black
57382742,2017-02-10 13:55:39,sfb7951g,1196,nkg6916g,1275,red
57382743,2017-02-10 14:02:46,daobang1966,1240,dovanchien123,1451,red
57382744,2017-02-10 14:04:22,trandoan,1254,thuyetkd,1243,black
57382745,2017-02-10 13:54:39,vova234,1245,hand899,1161,red
57382746,2017-02-10 14:06:41,gatremy,1171,wbs6258g,942,black
57382747,2017-02-10 14:02:49,gbb9187g,1016,cpm3799g,1048,black
57382748,2017-02-10 13:53:34,dgs8329g,1200,charles0101,1117,red
57382749,2017-02-10 14:03:39,linhdung,1303,cpp5876g,1334,red
57382750,2017-02-10 14:04:27,bck243g,1141,ngominhhieu27,1042,red
57382751,2017-02-10 14:01:09,thieng20,1205,ftp8636g,1110,black
57382752,2017-02-10 13:50:32,mtrung56,1282,huykukuku,1178,red
57382753,2017-02-10 14:06:34,gst1707g,1542,cothanhhoaban,1216,black
